toros_field_id ra dec l b program exposure_time cadence ephemeris period observations moon_phase
2c.052 126.383 -34.346 253.685 2.064 main_survey 300.000 1 0 0 0 1
2c.053 127.915 -34.346 254.424 3.092 main_survey 300.000 1 0 0 0 1
2c.054 129.447 -34.346 255.180 4.107 main_survey 300.000 1 0 0 0 1
2c.055 130.979 -34.346 255.953 5.110 main_survey 300.000 1 0 0 0 1
2c.056 132.511 -34.346 256.744 6.100 main_survey 300.000 1 0 0 0 1
2c.057 134.043 -34.346 257.552 7.077 main_survey 300.000 1 0 0 0 1
2c.058 135.574 -34.346 258.379 8.041 main_survey 300.000 1 0 0 0 1
2c.059 137.106 -34.346 259.224 8.990 main_survey 300.000 1 0 0 0 1
2c.05a 138.638 -34.346 260.088 9.925 main_survey 300.000 1 0 0 0 1
2c.05b 140.170 -34.346 260.971 10.844 main_survey 300.000 1 0 0 0 1
2c.05c 141.702 -34.346 261.873 11.748 main_survey 300.000 1 0 0 0 1
2c.05d 143.234 -34.346 262.795 12.635 main_survey 300.000 1 0 0 0 1
2c.05e 144.766 -34.346 263.738 13.505 main_survey 300.000 1 0 0 0 1
2c.05f 146.298 -34.346 264.700 14.358 main_survey 300.000 1 0 0 0 1
2c.060 147.830 -34.346 265.683 15.193 main_survey 300.000 1 0 0 0 0
2c.061 149.362 -34.346 266.687 16.008 main_survey 300.000 1 0 0 0 0
2c.062 150.894 -34.346 267.711 16.805 main_survey 300.000 1 0 0 0 0
2c.063 152.426 -34.346 268.757 17.581 main_survey 300.000 1 0 0 0 0
2c.064 153.957 -34.346 269.823 18.336 main_survey 300.000 1 0 0 0 0
2c.065 155.489 -34.346 270.911 19.070 main_survey 300.000 1 0 0 0 0
2c.066 157.021 -34.346 272.019 19.782 main_survey 300.000 1 0 0 0 0
2c.067 158.553 -34.346 273.149 20.471 main_survey 300.000 1 0 0 0 0
2c.068 160.085 -34.346 274.300 21.136 main_survey 300.000 1 0 0 0 0
2c.069 161.617 -34.346 275.471 21.777 main_survey 300.000 1 0 0 0 0
2c.06a 163.149 -34.346 276.663 22.393 main_survey 300.000 1 0 0 0 0
2c.06b 164.681 -34.346 277.876 22.983 main_survey 300.000 1 0 0 0 0
2c.06c 166.213 -34.346 279.108 23.548 main_survey 300.000 1 0 0 0 0
2c.06d 167.745 -34.346 280.360 24.085 main_survey 300.000 1 0 0 0 0
2c.06e 169.277 -34.346 281.630 24.594 main_survey 300.000 1 0 0 0 0
2c.06f 170.809 -34.346 282.919 25.075 main_survey 300.000 1 0 0 0 0
2c.070 172.340 -34.346 284.226 25.527 main_survey 300.000 1 0 0 0 0
2c.071 173.872 -34.346 285.549 25.949 main_survey 300.000 1 0 0 0 0
2c.072 175.404 -34.346 286.889 26.341 main_survey 300.000 1 0 0 0 0
2c.073 176.936 -34.346 288.244 26.703 main_survey 300.000 1 0 0 0 0
2c.074 178.468 -34.346 289.613 27.033 main_survey 300.000 1 0 0 0 0
2c.075 180.000 -34.346 290.994 27.331 main_survey 300.000 1 0 0 0 0
2c.076 181.532 -34.346 292.388 27.597 main_survey 300.000 1 0 0 0 0
2c.077 183.064 -34.346 293.792 27.830 main_survey 300.000 1 0 0 0 0
2c.078 184.596 -34.346 295.206 28.030 main_survey 300.000 1 0 0 0 0
2c.079 186.128 -34.346 296.627 28.196 main_survey 300.000 1 0 0 0 0
2c.07a 187.660 -34.346 298.055 28.329 main_survey 300.000 1 0 0 0 0
2c.07b 189.191 -34.346 299.488 28.428 main_survey 300.000 1 0 0 0 0
2c.07c 190.723 -34.346 300.925 28.493 main_survey 300.000 1 0 0 0 0
2c.07d 192.255 -34.346 302.364 28.523 main_survey 300.000 1 0 0 0 0
2c.07e 193.787 -34.346 303.804 28.520 main_survey 300.000 1 0 0 0 0
2c.07f 195.319 -34.346 305.242 28.482 main_survey 300.000 1 0 0 0 0
2c.080 196.851 -34.346 306.678 28.410 main_survey 300.000 1 0 0 0 0
2c.081 198.383 -34.346 308.111 28.304 main_survey 300.000 1 0 0 0 0
2c.082 199.915 -34.346 309.537 28.164 main_survey 300.000 1 0 0 0 0
2c.083 201.447 -34.346 310.957 27.990 main_survey 300.000 1 0 0 0 0
2c.084 202.979 -34.346 312.369 27.783 main_survey 300.000 1 0 0 0 0
2c.085 204.511 -34.346 313.771 27.543 main_survey 300.000 1 0 0 0 0
2c.086 206.043 -34.346 315.162 27.270 main_survey 300.000 1 0 0 0 0
2c.087 207.574 -34.346 316.542 26.966 main_survey 300.000 1 0 0 0 0
2c.088 209.106 -34.346 317.907 26.629 main_survey 300.000 1 0 0 0 0
2c.089 210.638 -34.346 319.259 26.261 main_survey 300.000 1 0 0 0 0
2c.08a 212.170 -34.346 320.595 25.863 main_survey 300.000 1 0 0 0 0
2c.08b 213.702 -34.346 321.915 25.434 main_survey 300.000 1 0 0 0 0
2c.08c 215.234 -34.346 323.218 24.976 main_survey 300.000 1 0 0 0 0
2c.08d 216.766 -34.346 324.504 24.489 main_survey 300.000 1 0 0 0 0
2c.08e 218.298 -34.346 325.770 23.974 main_survey 300.000 1 0 0 0 0
2c.08f 219.830 -34.346 327.018 23.431 main_survey 300.000 1 0 0 0 0
2c.090 221.362 -34.346 328.246 22.861 main_survey 300.000 1 0 0 0 0
2c.091 222.894 -34.346 329.454 22.265 main_survey 300.000 1 0 0 0 0
2c.092 224.426 -34.346 330.642 21.644 main_survey 300.000 1 0 0 0 0
2c.093 225.957 -34.346 331.809 20.997 main_survey 300.000 1 0 0 0 0
2c.094 227.489 -34.346 332.955 20.327 main_survey 300.000 1 0 0 0 0
2c.095 229.021 -34.346 334.081 19.633 main_survey 300.000 1 0 0 0 0
2c.096 230.553 -34.346 335.185 18.917 main_survey 300.000 1 0 0 0 0
2c.097 232.085 -34.346 336.268 18.178 main_survey 300.000 1 0 0 0 0
2c.098 233.617 -34.346 337.330 17.418 main_survey 300.000 1 0 0 0 0
2c.099 235.149 -34.346 338.371 16.638 main_survey 300.000 1 0 0 0 0
2c.09a 236.681 -34.346 339.391 15.838 main_survey 300.000 1 0 0 0 0
2c.09b 238.213 -34.346 340.390 15.018 main_survey 300.000 1 0 0 0 0
2c.09c 239.745 -34.346 341.369 14.179 main_survey 300.000 1 0 0 0 1
2c.09d 241.277 -34.346 342.327 13.323 main_survey 300.000 1 0 0 0 1
2c.09e 242.809 -34.346 343.265 12.449 main_survey 300.000 1 0 0 0 1
2c.09f 244.340 -34.346 344.183 11.558 main_survey 300.000 1 0 0 0 1
2c.0a0 245.872 -34.346 345.081 10.651 main_survey 300.000 1 0 0 0 1
2c.0a1 247.404 -34.346 345.960 9.729 main_survey 300.000 1 0 0 0 1
2c.0a2 248.936 -34.346 346.820 8.791 main_survey 300.000 1 0 0 0 1
2c.0a3 250.468 -34.346 347.661 7.838 main_survey 300.000 1 0 0 0 1
2c.0a4 252.000 -34.346 348.484 6.872 main_survey 300.000 1 0 0 0 1
2c.0a5 253.532 -34.346 349.289 5.892 main_survey 300.000 1 0 0 0 1
2c.0a6 255.064 -34.346 350.075 4.899 main_survey 300.000 1 0 0 0 1
2c.0a7 256.596 -34.346 350.845 3.893 main_survey 300.000 1 0 0 0 1
2c.0a8 258.128 -34.346 351.597 2.876 main_survey 300.000 1 0 0 0 1
2c.0a9 259.660 -34.346 352.332 1.846 main_survey 300.000 1 0 0 0 1
2c.0aa 261.191 -34.346 353.051 0.805 main_survey 300.000 1 0 0 0 1
2c.0ab 262.723 -34.346 353.754 -0.246 main_survey 300.000 1 0 0 0 1
2c.0ac 264.255 -34.346 354.441 -1.308 main_survey 300.000 1 0 0 0 1
2c.0ad 265.787 -34.346 355.113 -2.380 main_survey 300.000 1 0 0 0 1
2c.0ae 267.319 -34.346 355.769 -3.462 main_survey 300.000 1 0 0 0 1
2c.0af 268.851 -34.346 356.410 -4.553 main_survey 300.000 1 0 0 0 1
2c.0b0 270.383 -34.346 357.037 -5.653 main_survey 300.000 1 0 0 0 1
2c.0b1 271.915 -34.346 357.649 -6.762 main_survey 300.000 1 0 0 0 1
2c.0b2 273.447 -34.346 358.247 -7.879 main_survey 300.000 1 0 0 0 1
2c.0b3 274.979 -34.346 358.831 -9.004 main_survey 300.000 1 0 0 0 1
2c.0b4 276.511 -34.346 359.402 -10.137 main_survey 300.000 1 0 0 0 1
2c.0b5 278.043 -34.346 359.959 -11.277 main_survey 300.000 1 0 0 0 1
2c.0b6 279.574 -34.346 0.503 -12.424 main_survey 300.000 1 0 0 0 1
2c.0b7 281.106 -34.346 1.034 -13.579 main_survey 300.000 1 0 0 0 1
2c.0b8 282.638 -34.346 1.552 -14.739 main_survey 300.000 1 0 0 0 1
2c.0b9 284.170 -34.346 2.058 -15.907 main_survey 300.000 1 0 0 0 0
2c.0ba 285.702 -34.346 2.551 -17.080 main_survey 300.000 1 0 0 0 0
2c.0bb 287.234 -34.346 3.031 -18.259 main_survey 300.000 1 0 0 0 0
2c.0bc 288.766 -34.346 3.499 -19.443 main_survey 300.000 1 0 0 0 0
2c.0bd 290.298 -34.346 3.955 -20.634 main_survey 300.000 1 0 0 0 0
2c.0be 291.830 -34.346 4.399 -21.829 main_survey 300.000 1 0 0 0 0
2c.0bf 293.362 -34.346 4.830 -23.029 main_survey 300.000 1 0 0 0 0
2c.0c0 294.894 -34.346 5.250 -24.234 main_survey 300.000 1 0 0 0 0
2c.0c1 296.426 -34.346 5.657 -25.444 main_survey 300.000 1 0 0 0 0
2c.0c2 297.957 -34.346 6.052 -26.658 main_survey 300.000 1 0 0 0 0
2c.0c3 299.489 -34.346 6.435 -27.876 main_survey 300.000 1 0 0 0 0
2c.0c4 301.021 -34.346 6.806 -29.098 main_survey 300.000 1 0 0 0 0
2c.0c5 302.553 -34.346 7.164 -30.324 main_survey 300.000 1 0 0 0 0
2c.0c6 304.085 -34.346 7.510 -31.553 main_survey 300.000 1 0 0 0 0
2c.0c7 305.617 -34.346 7.842 -32.787 main_survey 300.000 1 0 0 0 0
2c.0c8 307.149 -34.346 8.162 -34.023 main_survey 300.000 1 0 0 0 0
2c.0c9 308.681 -34.346 8.468 -35.262 main_survey 300.000 1 0 0 0 0
2c.0ca 310.213 -34.346 8.760 -36.505 main_survey 300.000 1 0 0 0 0
2c.0cb 311.745 -34.346 9.039 -37.750 main_survey 300.000 1 0 0 0 0
2c.0cc 313.277 -34.346 9.302 -38.998 main_survey 300.000 1 0 0 0 0
2c.0cd 314.809 -34.346 9.550 -40.248 main_survey 300.000 1 0 0 0 0
2c.0ce 316.340 -34.346 9.783 -41.501 main_survey 300.000 1 0 0 0 0
2c.0cf 317.872 -34.346 9.999 -42.755 main_survey 300.000 1 0 0 0 0
2c.0d0 319.404 -34.346 10.197 -44.012 main_survey 300.000 1 0 0 0 0
2c.0d1 320.936 -34.346 10.377 -45.270 main_survey 300.000 1 0 0 0 0
2c.0d2 322.468 -34.346 10.538 -46.530 main_survey 300.000 1 0 0 0 0
2c.0d3 324.000 -34.346 10.678 -47.791 main_survey 300.000 1 0 0 0 0
2c.0d4 325.532 -34.346 10.796 -49.054 main_survey 300.000 1 0 0 0 0
2c.0d5 327.064 -34.346 10.891 -50.317 main_survey 300.000 1 0 0 0 0
2c.0d6 328.596 -34.346 10.959 -51.581 main_survey 300.000 1 0 0 0 0
2c.0d7 330.128 -34.346 11.001 -52.846 main_survey 300.000 1 0 0 0 0
2c.0d8 331.660 -34.346 11.012 -54.110 main_survey 300.000 1 0 0 0 0
2c.0d9 333.191 -34.346 10.990 -55.375 main_survey 300.000 1 0 0 0 0
2c.0da 334.723 -34.346 10.932 -56.639 main_survey 300.000 1 0 0 0 0
2c.0db 336.255 -34.346 10.834 -57.903 main_survey 300.000 1 0 0 0 0
2c.0dc 337.787 -34.346 10.692 -59.166 main_survey 300.000 1 0 0 0 0
2c.0dd 339.319 -34.346 10.500 -60.427 main_survey 300.000 1 0 0 0 0
2c.0de 340.851 -34.346 10.253 -61.686 main_survey 300.000 1 0 0 0 0
2c.0df 342.383 -34.346 9.943 -62.943 main_survey 300.000 1 0 0 0 0
2c.0e0 343.915 -34.346 9.562 -64.196 main_survey 300.000 1 0 0 0 0
2c.0e1 345.447 -34.346 9.100 -65.445 main_survey 300.000 1 0 0 0 0
2c.0e2 346.979 -34.346 8.543 -66.690 main_survey 300.000 1 0 0 0 0
2c.0e3 348.511 -34.346 7.878 -67.929 main_survey 300.000 1 0 0 0 0
2c.0e4 350.043 -34.346 7.086 -69.160 main_survey 300.000 1 0 0 0 0
2c.0e5 351.574 -34.346 6.144 -70.382 main_survey 300.000 1 0 0 0 0
2c.0e6 353.106 -34.346 5.025 -71.593 main_survey 300.000 1 0 0 0 0
2c.0e7 354.638 -34.346 3.693 -72.791 main_survey 300.000 1 0 0 0 0
2c.0e8 356.170 -34.346 2.105 -73.971 main_survey 300.000 1 0 0 0 0
2c.0e9 357.702 -34.346 0.206 -75.131 main_survey 300.000 1 0 0 0 0
2c.0ea 359.234 -34.346 357.924 -76.263 main_survey 300.000 1 0 0 0 0
2d.000 0.000 -33.081 1.653 -77.397 main_survey 300.000 1 0 0 0 0
2d.001 1.506 -33.081 358.950 -78.526 main_survey 300.000 1 0 0 0 0
2d.002 3.013 -33.081 355.588 -79.616 main_survey 300.000 1 0 0 0 0
2d.003 4.519 -33.081 351.375 -80.652 main_survey 300.000 1 0 0 0 0
2d.004 6.025 -33.081 346.067 -81.614 main_survey 300.000 1 0 0 0 0
2d.005 7.531 -33.081 339.378 -82.474 main_survey 300.000 1 0 0 0 0
2d.006 9.038 -33.081 331.041 -83.192 main_survey 300.000 1 0 0 0 0
2d.007 10.544 -33.081 320.960 -83.720 main_survey 300.000 1 0 0 0 0
2d.008 12.050 -33.081 309.440 -84.006 main_survey 300.000 1 0 0 0 0
2d.009 13.556 -33.081 297.320 -84.017 main_survey 300.000 1 0 0 0 0
2d.00a 15.063 -33.081 285.720 -83.750 main_survey 300.000 1 0 0 0 0
2d.00b 16.569 -33.081 275.515 -83.239 main_survey 300.000 1 0 0 0 0
2d.00c 18.075 -33.081 267.048 -82.533 main_survey 300.000 1 0 0 0 0
2d.00d 19.582 -33.081 260.244 -81.682 main_survey 300.000 1 0 0 0 0
2d.00e 21.088 -33.081 254.843 -80.727 main_survey 300.000 1 0 0 0 0
2d.00f 22.594 -33.081 250.558 -79.695 main_survey 300.000 1 0 0 0 0
2d.010 24.100 -33.081 247.140 -78.609 main_survey 300.000 1 0 0 0 0
2d.011 25.607 -33.081 244.393 -77.482 main_survey 300.000 1 0 0 0 0
2d.012 27.113 -33.081 242.168 -76.325 main_survey 300.000 1 0 0 0 0
2d.013 28.619 -33.081 240.353 -75.144 main_survey 300.000 1 0 0 0 0
2d.014 30.126 -33.081 238.863 -73.946 main_survey 300.000 1 0 0 0 0
2d.015 31.632 -33.081 237.634 -72.734 main_survey 300.000 1 0 0 0 0
2d.016 33.138 -33.081 236.617 -71.511 main_survey 300.000 1 0 0 0 0
2d.017 34.644 -33.081 235.775 -70.280 main_survey 300.000 1 0 0 0 0
2d.018 36.151 -33.081 235.078 -69.041 main_survey 300.000 1 0 0 0 0
2d.019 37.657 -33.081 234.503 -67.797 main_survey 300.000 1 0 0 0 0
2d.01a 39.163 -33.081 234.031 -66.548 main_survey 300.000 1 0 0 0 0
2d.01b 40.669 -33.081 233.648 -65.296 main_survey 300.000 1 0 0 0 0
2d.01c 42.176 -33.081 233.340 -64.040 main_survey 300.000 1 0 0 0 0
2d.01d 43.682 -33.081 233.098 -62.783 main_survey 300.000 1 0 0 0 0
2d.01e 45.188 -33.081 232.914 -61.524 main_survey 300.000 1 0 0 0 0
2d.01f 46.695 -33.081 232.780 -60.263 main_survey 300.000 1 0 0 0 0
2d.020 48.201 -33.081 232.692 -59.002 main_survey 300.000 1 0 0 0 0
2d.021 49.707 -33.081 232.644 -57.740 main_survey 300.000 1 0 0 0 0
2d.022 51.213 -33.081 232.632 -56.478 main_survey 300.000 1 0 0 0 0
2d.023 52.720 -33.081 232.652 -55.216 main_survey 300.000 1 0 0 0 0
2d.024 54.226 -33.081 232.702 -53.954 main_survey 300.000 1 0 0 0 0
2d.025 55.732 -33.081 232.779 -52.693 main_survey 300.000 1 0 0 0 0
2d.026 57.238 -33.081 232.880 -51.433 main_survey 300.000 1 0 0 0 0
2d.027 58.745 -33.081 233.005 -50.173 main_survey 300.000 1 0 0 0 0
2d.028 60.251 -33.081 233.150 -48.914 main_survey 300.000 1 0 0 0 0
2d.029 61.757 -33.081 233.315 -47.657 main_survey 300.000 1 0 0 0 0
2d.02a 63.264 -33.081 233.499 -46.401 main_survey 300.000 1 0 0 0 0
2d.02b 64.770 -33.081 233.699 -45.147 main_survey 300.000 1 0 0 0 0
2d.02c 66.276 -33.081 233.917 -43.894 main_survey 300.000 1 0 0 0 0
2d.02d 67.782 -33.081 234.149 -42.644 main_survey 300.000 1 0 0 0 0
2d.02e 69.289 -33.081 234.396 -41.395 main_survey 300.000 1 0 0 0 0
2d.02f 70.795 -33.081 234.658 -40.148 main_survey 300.000 1 0 0 0 0
2d.030 72.301 -33.081 234.933 -38.904 main_survey 300.000 1 0 0 0 0
2d.031 73.808 -33.081 235.221 -37.663 main_survey 300.000 1 0 0 0 0
2d.032 75.314 -33.081 235.521 -36.424 main_survey 300.000 1 0 0 0 0
2d.033 76.820 -33.081 235.834 -35.187 main_survey 300.000 1 0 0 0 0
2d.034 78.326 -33.081 236.159 -33.954 main_survey 300.000 1 0 0 0 0
2d.035 79.833 -33.081 236.496 -32.723 main_survey 300.000 1 0 0 0 0
2d.036 81.339 -33.081 236.844 -31.496 main_survey 300.000 1 0 0 0 0
2d.037 82.845 -33.081 237.204 -30.272 main_survey 300.000 1 0 0 0 0
2d.038 84.351 -33.081 237.574 -29.052 main_survey 300.000 1 0 0 0 0
2d.039 85.858 -33.081 237.956 -27.836 main_survey 300.000 1 0 0 0 0
2d.03a 87.364 -33.081 238.349 -26.623 main_survey 300.000 1 0 0 0 0
2d.03b 88.870 -33.081 238.753 -25.414 main_survey 300.000 1 0 0 0 0
2d.03c 90.377 -33.081 239.168 -24.209 main_survey 300.000 1 0 0 0 0
2d.03d 91.883 -33.081 239.594 -23.009 main_survey 300.000 1 0 0 0 0
2d.03e 93.389 -33.081 240.031 -21.813 main_survey 300.000 1 0 0 0 0
2d.03f 94.895 -33.081 240.479 -20.622 main_survey 300.000 1 0 0 0 0
2d.040 96.402 -33.081 240.938 -19.436 main_survey 300.000 1 0 0 0 0
2d.041 97.908 -33.081 241.408 -18.255 main_survey 300.000 1 0 0 0 0
2d.042 99.414 -33.081 241.890 -17.080 main_survey 300.000 1 0 0 0 0
2d.043 100.921 -33.081 242.383 -15.909 main_survey 300.000 1 0 0 0 0
2d.044 102.427 -33.081 242.888 -14.745 main_survey 300.000 1 0 0 0 1
2d.045 103.933 -33.081 243.405 -13.587 main_survey 300.000 1 0 0 0 1
2d.046 105.439 -33.081 243.933 -12.434 main_survey 300.000 1 0 0 0 1
2d.047 106.946 -33.081 244.474 -11.289 main_survey 300.000 1 0 0 0 1
2d.048 108.452 -33.081 245.027 -10.149 main_survey 300.000 1 0 0 0 1
2d.049 109.958 -33.081 245.593 -9.017 main_survey 300.000 1 0 0 0 1
2d.04a 111.464 -33.081 246.171 -7.892 main_survey 300.000 1 0 0 0 1
2d.04b 112.971 -33.081 246.763 -6.775 main_survey 300.000 1 0 0 0 1
2d.04c 114.477 -33.081 247.367 -5.665 main_survey 300.000 1 0 0 0 1
2d.04d 115.983 -33.081 247.986 -4.564 main_survey 300.000 1 0 0 0 1
2d.04e 117.490 -33.081 248.618 -3.470 main_survey 300.000 1 0 0 0 1
2d.04f 118.996 -33.081 249.265 -2.386 main_survey 300.000 1 0 0 0 1
2d.050 120.502 -33.081 249.926 -1.311 main_survey 300.000 1 0 0 0 1
2d.051 122.008 -33.081 250.602 -0.245 main_survey 300.000 1 0 0 0 1
2d.052 123.515 -33.081 251.293 0.811 main_survey 300.000 1 0 0 0 1
2d.053 125.021 -33.081 251.999 1.857 main_survey 300.000 1 0 0 0 1
2d.054 126.527 -33.081 252.721 2.893 main_survey 300.000 1 0 0 0 1
2d.055 128.033 -33.081 253.460 3.917 main_survey 300.000 1 0 0 0 1
2d.056 129.540 -33.081 254.214 4.931 main_survey 300.000 1 0 0 0 1
2d.057 131.046 -33.081 254.986 5.932 main_survey 300.000 1 0 0 0 1
2d.058 132.552 -33.081 255.775 6.921 main_survey 300.000 1 0 0 0 1
2d.059 134.059 -33.081 256.581 7.898 main_survey 300.000 1 0 0 0 1
2d.05a 135.565 -33.081 257.405 8.861 main_survey 300.000 1 0 0 0 1
2d.05b 137.071 -33.081 258.248 9.811 main_survey 300.000 1 0 0 0 1
2d.05c 138.577 -33.081 259.109 10.746 main_survey 300.000 1 0 0 0 1
2d.05d 140.084 -33.081 259.989 11.667 main_survey 300.000 1 0 0 0 1
2d.05e 141.590 -33.081 260.888 12.573 main_survey 300.000 1 0 0 0 1
2d.05f 143.096 -33.081 261.806 13.463 main_survey 300.000 1 0 0 0 1
2d.060 144.603 -33.081 262.745 14.336 main_survey 300.000 1 0 0 0 1
2d.061 146.109 -33.081 263.704 15.192 main_survey 300.000 1 0 0 0 0
2d.062 147.615 -33.081 264.683 16.031 main_survey 300.000 1 0 0 0 0
2d.063 149.121 -33.081 265.682 16.852 main_survey 300.000 1 0 0 0 0
2d.064 150.628 -33.081 266.703 17.654 main_survey 300.000 1 0 0 0 0
2d.065 152.134 -33.081 267.744 18.436 main_survey 300.000 1 0 0 0 0
2d.066 153.640 -33.081 268.807 19.199 main_survey 300.000 1 0 0 0 0
2d.067 155.146 -33.081 269.891 19.940 main_survey 300.000 1 0 0 0 0
2d.068 156.653 -33.081 270.996 20.660 main_survey 300.000 1 0 0 0 0
2d.069 158.159 -33.081 272.123 21.358 main_survey 300.000 1 0 0 0 0
2d.06a 159.665 -33.081 273.270 22.033 main_survey 300.000 1 0 0 0 0
2d.06b 161.172 -33.081 274.439 22.685 main_survey 300.000 1 0 0 0 0
2d.06c 162.678 -33.081 275.629 23.312 main_survey 300.000 1 0 0 0 0
2d.06d 164.184 -33.081 276.839 23.915 main_survey 300.000 1 0 0 0 0
2d.06e 165.690 -33.081 278.070 24.491 main_survey 300.000 1 0 0 0 0
2d.06f 167.197 -33.081 279.321 25.042 main_survey 300.000 1 0 0 0 0
2d.070 168.703 -33.081 280.592 25.565 main_survey 300.000 1 0 0 0 0
2d.071 170.209 -33.081 281.881 26.060 main_survey 300.000 1 0 0 0 0
2d.072 171.715 -33.081 283.189 26.528 main_survey 300.000 1 0 0 0 0
2d.073 173.222 -33.081 284.514 26.966 main_survey 300.000 1 0 0 0 0
2d.074 174.728 -33.081 285.856 27.375 main_survey 300.000 1 0 0 0 0
2d.075 176.234 -33.081 287.214 27.753 main_survey 300.000 1 0 0 0 0
2d.076 177.741 -33.081 288.588 28.101 main_survey 300.000 1 0 0 0 0
2d.077 179.247 -33.081 289.975 28.417 main_survey 300.000 1 0 0 0 0
2d.078 180.753 -33.081 291.375 28.702 main_survey 300.000 1 0 0 0 0
2d.079 182.259 -33.081 292.786 28.954 main_survey 300.000 1 0 0 0 0
2d.07a 183.766 -33.081 294.208 29.174 main_survey 300.000 1 0 0 0 0
2d.07b 185.272 -33.081 295.639 29.361 main_survey 300.000 1 0 0 0 0
2d.07c 186.778 -33.081 297.077 29.514 main_survey 300.000 1 0 0 0 0
2d.07d 188.285 -33.081 298.522 29.634 main_survey 300.000 1 0 0 0 0
2d.07e 189.791 -33.081 299.971 29.720 main_survey 300.000 1 0 0 0 0
2d.07f 191.297 -33.081 301.424 29.772 main_survey 300.000 1 0 0 0 0
2d.080 192.803 -33.081 302.878 29.791 main_survey 300.000 1 0 0 0 0
2d.081 194.310 -33.081 304.332 29.775 main_survey 300.000 1 0 0 0 0
2d.082 195.816 -33.081 305.784 29.725 main_survey 300.000 1 0 0 0 0
2d.083 197.322 -33.081 307.234 29.642 main_survey 300.000 1 0 0 0 0
2d.084 198.828 -33.081 308.679 29.524 main_survey 300.000 1 0 0 0 0
2d.085 200.335 -33.081 310.118 29.373 main_survey 300.000 1 0 0 0 0
2d.086 201.841 -33.081 311.549 29.189 main_survey 300.000 1 0 0 0 0
2d.087 203.347 -33.081 312.972 28.972 main_survey 300.000 1 0 0 0 0
2d.088 204.854 -33.081 314.384 28.722 main_survey 300.000 1 0 0 0 0
2d.089 206.360 -33.081 315.785 28.439 main_survey 300.000 1 0 0 0 0
2d.08a 207.866 -33.081 317.173 28.125 main_survey 300.000 1 0 0 0 0
2d.08b 209.372 -33.081 318.548 27.780 main_survey 300.000 1 0 0 0 0
2d.08c 210.879 -33.081 319.907 27.404 main_survey 300.000 1 0 0 0 0
2d.08d 212.385 -33.081 321.250 26.997 main_survey 300.000 1 0 0 0 0
2d.08e 213.891 -33.081 322.577 26.561 main_survey 300.000 1 0 0 0 0
2d.08f 215.397 -33.081 323.886 26.096 main_survey 300.000 1 0 0 0 0
2d.090 216.904 -33.081 325.177 25.603 main_survey 300.000 1 0 0 0 0
2d.091 218.410 -33.081 326.449 25.081 main_survey 300.000 1 0 0 0 0
2d.092 219.916 -33.081 327.701 24.533 main_survey 300.000 1 0 0 0 0
2d.093 221.423 -33.081 328.933 23.958 main_survey 300.000 1 0 0 0 0
2d.094 222.929 -33.081 330.145 23.358 main_survey 300.000 1 0 0 0 0
2d.095 224.435 -33.081 331.337 22.733 main_survey 300.000 1 0 0 0 0
2d.096 225.941 -33.081 332.507 22.083 main_survey 300.000 1 0 0 0 0
2d.097 227.448 -33.081 333.656 21.409 main_survey 300.000 1 0 0 0 0
2d.098 228.954 -33.081 334.784 20.713 main_survey 300.000 1 0 0 0 0
2d.099 230.460 -33.081 335.891 19.995 main_survey 300.000 1 0 0 0 0
2d.09a 231.967 -33.081 336.977 19.255 main_survey 300.000 1 0 0 0 0
2d.09b 233.473 -33.081 338.041 18.494 main_survey 300.000 1 0 0 0 0
2d.09c 234.979 -33.081 339.084 17.713 main_survey 300.000 1 0 0 0 0
2d.09d 236.485 -33.081 340.106 16.913 main_survey 300.000 1 0 0 0 0
2d.09e 237.992 -33.081 341.107 16.093 main_survey 300.000 1 0 0 0 0
2d.09f 239.498 -33.081 342.088 15.256 main_survey 300.000 1 0 0 0 0
2d.0a0 241.004 -33.081 343.048 14.400 main_survey 300.000 1 0 0 0 1
2d.0a1 242.510 -33.081 343.988 13.528 main_survey 300.000 1 0 0 0 1
2d.0a2 244.017 -33.081 344.908 12.640 main_survey 300.000 1 0 0 0 1
2d.0a3 245.523 -33.081 345.809 11.735 main_survey 300.000 1 0 0 0 1
2d.0a4 247.029 -33.081 346.690 10.816 main_survey 300.000 1 0 0 0 1
2d.0a5 248.536 -33.081 347.553 9.881 main_survey 300.000 1 0 0 0 1
2d.0a6 250.042 -33.081 348.396 8.932 main_survey 300.000 1 0 0 0 1
2d.0a7 251.548 -33.081 349.222 7.970 main_survey 300.000 1 0 0 0 1
2d.0a8 253.054 -33.081 350.030 6.995 main_survey 300.000 1 0 0 0 1
2d.0a9 254.561 -33.081 350.820 6.006 main_survey 300.000 1 0 0 0 1
2d.0aa 256.067 -33.081 351.593 5.006 main_survey 300.000 1 0 0 0 1
2d.0ab 257.573 -33.081 352.349 3.993 main_survey 300.000 1 0 0 0 1
2d.0ac 259.079 -33.081 353.088 2.970 main_survey 300.000 1 0 0 0 1
2d.0ad 260.586 -33.081 353.812 1.935 main_survey 300.000 1 0 0 0 1
2d.0ae 262.092 -33.081 354.519 0.890 main_survey 300.000 1 0 0 0 1
2d.0af 263.598 -33.081 355.211 -0.166 main_survey 300.000 1 0 0 0 1
2d.0b0 265.105 -33.081 355.888 -1.231 main_survey 300.000 1 0 0 0 1
